Country,PWT_Code,WDI_Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,A__missing_values
Jamaica,JAM,JAM,2104879,2826000,0.866483238,45820000000,84312108824,52756.42536,65345.8805,2.153668,2.858471,18646.12964,20164.72752,,4377.227,5609.142,6510.193,7502.627,7693.807,6188.361,5900.07,7403.461,8046.034,8695.66,9011.843,9183.55,9228.36,9101.798,8794.717,0.393339649,-0.534655626,25.01884,20.72024,23.70327,2.578797,15.4207028,2.714005602,18.34717826,15.87373483,,1.007387914,,4.481083398,45.61221452,53.3235014,80.87602182,88.03295051,0.571428571,7.10349417,,-100000,868519.8,1232541.834,41.26221982,43.61436072,,22.0730357,,6.184878163,,17.5091575,1513,0.702659773,0,0,5.21433291,4.478,2.362,25.9,0,0.17750999,2848,69.51229268,72.0607561,104.2170453,59.12074985,4.7223,9.6337,,15,9.7,9.809,,58.56757607,11.19921996,110.0620737,62.83,44.52,45.51,51.15,5.16,0.60000002,0.41289401,-0.489049254,-0.439432192,2,0.334286503,,,,,6.1,,,,,,,,18.187111,9036.614,1.504155,16
Japan,JPN,JPN,112000000,127000000,0.369671221,4.774E+12,1.53738E+13,89905.83804,234720.9274,2.74346,3.213763,34966.50546,57929.00666,2995.23,4161.451,5850.428,8695.669,14284.83,16577.87,19553.19,21991.02,27244.46,28730.55,29638.78,31261.2,31919.44,32665.56,31773.66,30007.69,1.745250026,0.233728649,31.8499,22.93583,29.87176,21.79222,32.87845824,20.67000979,14.45149154,19.73647842,,-5.509847012,,0.233460733,12.61528393,12.24682774,25.24546348,24.79651871,1,,,150000,53100000,65787018.45,47.41071429,51.80080193,41.08555963,,5.405500744,,,2.1221308,931,0.001945017,0.001180622,0,9.810670189,1.909,1.37,2.4,0,0.000958,2806,75.05731707,82.93146341,47.4633279,54.50285873,8.3375,11.4767,,36.1,23.9,11.1962,534,77.72319849,34.77892756,90.08858576,541.63,34.400002,,,,0.68000001,0.011928,1.314984781,1.349844654,1,-0.95398267,1.63,52.7,5.2,67.8,5.6,34,39.1,3,73.53333333,,1,,36.955158,358359,,10
Jordan,JOR,JOR,1802960,6269000,3.665256158,15730000000,1.24663E+11,37588.41522,61552.96196,1.811859,2.707187,11760.21676,15144.4882,,1603.851,2681.551,3577.445,2746.648,2729.631,4894.857,4271.374,3803.002,3975.382,3692.454,4394.619,4378.609,4409.683,4626.586,4644.475,1.563270311,-0.527032003,48.17816,40.49181,49.41315,-9.352716,,-6.679966393,,23.51560062,1.422346061,6.69414797,1.881167372,9.491702346,,64.9606271,,108.4591175,1,6.420861718,,250000,418480,1922561.752,23.21072015,30.66775805,23.67870225,31.64837671,7.901622187,2.89239757,754.1070335,6.3195303,,0.964947576,0.083176117,0.013937201,3.776986784,7.618,3.383,21.5,0,0.065434001,2977,59.02663415,72.94307317,100.1539883,61.58823075,2.7183,8.6467,,18.6,6.5,7.754,401,29.27013947,8.422752479,101.0647958,56.08,40.799999,37.72,45.35,7.21,0.63999999,0.59259999,0.378700917,0.265024887,6,0.226559951,0.16,25.3,64.9,30.8,84,,30.9,1.6,63.9,,1,,31.158489,89520.54,0.1744186,9
Kazakhstan,KAZ,KAZ,14200000,15400000,0.238604544,,3.7141E+11,,44781.98601,2.300279,3.092862,,21113.32497,,,,,,,,,,4756.917,5111.552,8935.589,10131.11,10849.68,11397.42,11730.99,,,,27.07663,,42.52427,,38.67270173,,11.66292609,,11.69910032,,11.81139683,,33.78510678,,75.79836411,,5.537865168,,-100000,,8556551.194,,55.56202074,,40.28439965,,6.443248242,1039.72928,15.5462452,1368,1.174894574,20.83018592,0,14.67355782,3.27,2.6,25.6,0,0.014934,3359,,68.42926829,67.50493355,44.59948315,5.2024,10.3678,99.46347,18.3,11.8,10.304,402.5,33.35850957,23.6841138,94.38145141,,,30.88,39.86,8.66,,0.61712199,-0.559746543,-0.913630154,6,-0.642362057,,,,,,,,,,,1,,48.190048,2707851,,40
Kenya,KEN,KEN,13400000,39000000,3.142079233,26800000000,80302418756,4798.636328,4379.714964,1.536847,2.394822,2497.527055,2513.710914,974.5356,1026.952,1020.115,1063.035,1027.195,1040.932,1148.778,1021.243,1187.759,1128.624,1132.454,1171.855,1186.699,1233.507,1203.543,1206.074,0.433099972,-0.761202651,13.76522,20.80647,14.56334,5.885922,13.45366424,7.813747287,18.32539901,16.2617513,0.401102851,0.25088113,0.526447492,0.478362366,34.51158185,38.3070654,64.33526782,63.54213534,0.285714286,10.12375076,,-189330,5584920,18712130.24,41.67850746,47.97982113,20.24687855,15.30083338,34.15437003,22.62430817,161.3426474,70.6042141,,0.006287208,0,1.166324716,0.297353593,7.84,4.859,54.8,84.48352218,4.6382198,2060,54.95685366,54.88882927,112.2870717,83.30056886,1.981,6.953,59.4648,3.2,2,6.2131,,10.0384164,1.668505979,48.6522102,9.16,,47.68,52.96,4.7,,0.85879999,-1.074417148,-1.1084088,4,1.297285349,-0.52999997,,,,,,,,,1,,,0.42212299,597289.1,0.146368,12
Kiribati,KIR,KIR,53226,98045,1.796704583,,2439647303,,,,,,,,,,,2800.674,5091.369,1680.131,1651.544,1604.33,1541.058,3650.905,3717.339,3740.049,3625.098,4186.968,4094.457,-0.640919545,,8.19149,73.24542,51.06568,-59.41024,44.58730423,,18.00033272,,,,,1.717655869,27.81329467,,95.41317109,,,,,,,,,,,9.538652035,,28.61821618,,,2020,0,0,,0.346867505,,,37.3,,,,,,,,,,,,,,,2.039879647,4.079759294,1.019939824,10.22,,,,,,,0.176200204,-0.10928917,1,-1.449892508,,,,,,,,,,,,,,,,63
"Korea, Republic of",KOR,KOR,35300000,48500000,0.934355394,2.283E+11,4.55587E+12,18713.11475,185339.8838,2.478155,3.22394,11627.78528,49142.4498,,1726.013,1782.053,2053.079,3018.879,4018.668,5340.041,7228.412,11440.16,15802.59,18930.23,22813.38,23874.58,25066.4,25545.3,25033.62,5.380203579,1.475324113,24.57155,30.57133,37.04855,31.62743,20.15193383,29.83724988,11.21306361,16.01562886,,4.998824947,,0.180934405,35.41078942,45.98289973,62.29672351,95.88328626,0.914285714,3.735231616,,-30000,12200000,24706350.11,34.56090652,50.94092806,29.27077481,36.51919568,27.13260471,2.601542801,10814,4.5649,,1.77965E-05,0.001177865,0,10.37868681,3.47,1.275,4.5,0,0.000879,3074,63.95585366,80.27609756,71.34382855,37.85881452,6.344,11.6435,,37.1,17.3,10.974,542,80.90754303,39.57009867,98.35317866,544.92,39.099998,,,,0.64999998,0.001998,0.999382508,0.521903137,1,-0.21282693,0.85000002,73.1,13.6,45.3,21.7,62.2,28.2,3.3,65.93333333,,1,,36.448231,91305.98,2.5463901,9
Kuwait,KWT,KWT,1006892,2489000,2.661801955,,3.20505E+11,,245306.4864,1.733033,2.386718,,79129.89397,,,,,,,,,23901.59,47208.54,38764.79,49221.47,51483.32,51643.98,50635.85,46639.37,,,,28.11955,,35.13571,67.18382532,,11.05534823,,-1.5199294,,0.002079381,,26.01089714,,106.4812177,,,1.037394451,,120000,,1467023.221,,58.94026601,78.2277033,,0.252365926,,,1.0160603,,,,0,32.32286363,6.435,2.152,8.2,0,0.24039599,3038,68.82492683,78.10019512,85.02184666,34.37060405,3.0209,6.1018,89.88601,7.3,4.6,6.7227,,39.36013482,19.8053042,,236.65,,,,,,0.66039997,0.590553632,0.423836516,4,-0.417519785,,,,,,,,,,,1,,29.16276,16132.77,,46
Kyrgyzstan,KGZ,KGZ,3300684,5432000,1.465228443,,16475335463,,6448.336302,2.408814,2.847187,,4987.97461,,,,,,,,,,1310.535,1649.377,1930.066,1947.526,2034.41,2189.9,2298.336,,,,9.175497,,-5.031473,,-8.826618338,,22.79136212,,3.684569183,,4.136541843,,80.75953085,,130.6319016,0.171428571,8.62161597,,-75000,,2502931.977,,46.07754008,,,,,475,20.8288,,0,0.491706092,0,1.160485978,4.87,2.8,32.1,0,0.003727,2672,,67.13804878,84.51252968,52.81352291,5.7601,9.2716,84.0838,13,8.4,9.2432,330.5,41.23699807,9.364682742,84.32294256,19.44,,33.43,42.77,8.82,,,-1.287100077,-1.223556942,6,0.54143948,,43,37.4,51.1,13,,16.7,3.9,67.96666667,,1,,41.489399,196275.6,,36
Laos,LAO,LAO,3161118,6257000,2.008161984,,31233133137,,10204.58743,1.515338,2.110674,1597.380524,5330.410386,,,,,632.6398,743.2939,784.7426,1043.512,1104.859,1312.898,1437.442,1843.529,2004.442,2341.352,2478.074,2633.874,3.720939765,,6.416371,27.12768,14.60658,15.8066,,,,,,5.364102325,,5.364102325,,,,,,9.482399822,,-75000,1470933,3091722.48,46.53204974,49.412218,,,,,,74.9223,5485,0,0,0,0.25199152,5.982,3.415,45.8,100,2.4660201,2227,47.24497561,65.40953659,83.57320045,69.9976869,1.723,4.5756,,4.8,3.1,3.7608,,4.746513251,2.091630173,51.17757038,16.88,,36.74,44.84,7.64,,0.51386201,-0.939454176,-1.143466669,7,0.00407407,,,,,,,,,,,1,,18.45496,231129.8,,37
Latvia,LVA,LVA,2461606,2232000,-0.287988053,,74656031859,,63065.31158,2.510076,3.122536,,23800.61711,,,,,,,,,,6182.585,8282.331,12452.64,14007.21,15485.24,15158.96,12753.97,,,,16.44653,,18.28309,,18.01591616,,21.09495334,,1.231513394,,0.356932741,,43.11105071,,85.28585666,0.2,0.394039319,,-10000,,1196055.586,,53.5867198,,20.16430922,,3.084357126,1963.083806,9.2410714,,0,0,0.309920832,3.435251527,1.96,1.3112,7,0,0,3019,68.92536585,73.0804878,51.08590677,45.14001583,5.8044,10.419,,18.4,12,10.4066,488,66.66756832,28.55713733,99.46220348,216.62,,35.73,42.88,6.79,,0.58666801,0.832691483,0.301653935,2,-0.440691038,,43.1,19.9,42.3,22.4,54.5,21.2,3.3,55.7,,,,56.84956,62352.89,,31
Lebanon,LBN,LBN,3098996,4099000,0.822543687,,2.55552E+11,,181008.7519,,,76213.80206,36474.23078,,,,,17689.62,19022.66,14185.28,22085.69,8622.871,10159.41,8888.31,10012.54,10209.12,11110.58,12157.63,12944.58,-1.13221686,,22.21473,50.50581,37.2117,3.277898,,5.434911977,,15.53739027,,16.08179905,,13.91213631,,47.01659365,,69.28384513,,6.468351707,,-12500,773497,1454721.108,24.95959982,35.48965865,,16.54706769,,5.270280576,14003.0938,1.8096357,515,0,0,0,3.205873464,4.536,1.841,11.1,0,0.011178,3107,65.84529268,72.22978049,81.69060265,48.36626907,,,82.13922,,,,,23.67674799,17.75756099,36.13071743,114.46,,,,,,0.1314,-0.636281758,-0.797405826,5,1.506493906,,,,,,,,,,,,,33.790371,10254.41,,39
Lesotho,LSO,LSO,1195487,1910000,1.378087083,1027000000,9771494343,2046.135474,11303.95012,1.642412,2.19366,1507.03372,2677.624609,,,400.7412,514.1293,545.9727,632.7238,785.1441,758.9045,906.6348,988.5835,1103.498,1166.921,1248.348,1301.143,1341.687,1311.406,2.143591562,-0.55259807,20.41262,29.69668,32.85727,-44.59801,-71.42857143,-29.13146289,14.46654611,50.362157,0,3.985921864,,3.985921864,103.9783002,111.7384584,118.4448463,162.9573175,,,,-36000,501921.8,935450.5674,41.98471418,48.9764695,15.03614784,34.08449023,41.45671047,8.38645775,85.74098272,39.2994242,,0,0,1.438862426,,5.761,3.264,61,0,0,2468,50.73360976,45.3537561,94.85849896,77.26708245,3.3681,5.7809,45.04401,1.2,0.8,6.699,,3.71567536,1.935247583,31.97996632,,,52.5,56.35,2.97,,0.255,-0.261881117,0.143276776,3,-0.35554577,,,,,,,,,,1,,,-29.69117,30447.95,0.28665569,21
Liberia,LBR,LBR,1616234,3583000,2.341475549,,3287696047,,2253.303825,1.325197,2.020793,4410.729467,882.6411573,,,,,1879.788,1761.78,1767.319,1453.604,519.0958,156.0333,525.0991,342.6434,357.8423,402.6109,396.0394,396.7406,-4.384697865,,24.37204,15.93725,12.26304,-99.5549,27.86563822,,11.80996992,,,24.85489088,29.10705837,24.85489088,60.00173058,,125.1340374,,,,,247889,645573.2,1610531.707,39.9430528,44.94925222,45.15079883,,26.5966886,,,62.0672843,,0.657263566,0,10.37590472,0.185862429,6.546,5.8115,79.9,100,19.73053,2163,46.55529268,58.66619512,92.02341212,84.60937037,1.1742,3.9341,,8.9,5.3,2.343,,0.505691686,0.050569169,21.28962,,,38.16,44.95,6.44,,,-1.092370945,-0.556744713,3,0.993259906,,,,,,,,,,1,,,6.4253502,91042.59,,34
Libya,LBY,LBY,2569606,6324000,2.648821587,,1.55568E+11,,66681.18144,1.46185,2.523027,,51360.78887,,,,,,,,,15239.58,14617.15,17259.63,18014.67,19308.18,19824.02,19685.95,19235.12,,,,9.857174,,55.36869,,,,,,-4.499647059,,2.743726343,,,,,,,,20000,,2368400.127,,37.4509824,,,,,,62.0673,,0,30.42194724,0.032433402,9.28621622,7.511,2.642,16.8,0,0.023979001,3144,55.093,74.54556098,94.92530235,52.37778544,1.3294,7.2625,,16.5,10.5,7.302,,5.512525458,17.14506011,77.9448358,23.55,,,,,,,-0.75235728,-1.095462473,7,-0.620278938,,,,,,,,,,1,,,26.987619,1618321,,53
Lithuania,LTU,LTU,3305195,3555000,0.214292912,,97615807494,,57937.62265,2.561066,3.194525,,31822.67251,,,,,,,,,,7167.572,8933.255,13239.82,14331.17,15652.01,16219.17,14167.88,,,,10.3332,,13.82181,,,,,,3.094992101,,0.618555321,,,,,0.2,,,-100000,,1582733.612,,44.5213393,,,,,2186.377246,9.7695853,,0,0.088716976,0.064070967,4.522990457,2.19,1.54645,5,0,0,3419,70.86731707,72.91463415,57.68983515,45.14131045,6.1228,10.905,,25.4,16.5,10.8688,484,58.80873172,22.38062014,148.5678909,155.14,,37.57,44.4,6.62,,0.32227001,0.724047597,0.249699876,1,-0.660647652,,40.8,21.3,35.7,17.4,62.9,23.4,3.4,55.46666667,,,,55.345661,64801.55,,38
Luxembourg,LUX,LUX,358950,491000,0.921355955,26200000000,93759461793,166749.9356,418539.042,2.587048,2.853237,56750.79653,182711.184,14807.06,15320.02,17353.4,19556.32,22789.86,24841.26,27396.57,31246.94,43315.33,49748.08,62637.48,71175.45,78672.14,86083.45,89832.95,84524.63,3.601579385,,21.92334,18.77419,22.57331,49.25706,31.03544773,49.779786,15.28249021,16.86562962,,-188.3604711,30.82471338,372.5767148,82.79111647,136.1668951,177.9128257,305.5746815,1,,,20000,157121.5,227143.147,43.77253099,46.2613334,32.14968019,13.25663316,2.551892301,0.303490582,11582.30014,1.2195122,,0,0,0,22.57209584,1.55,1.5873,1.5,0,8.00E-06,3685,71.36097561,80.08780488,49.27453663,46.67509383,7.9323,10.0934,,16.5,11,9.7788,486.5,85.26515806,54.9558706,144.41985,634.98,,30.76025,38.85278,8.432053,,0.53023797,1.83117957,1.968420172,1,-1.443597796,,48.5,26.1,39.1,24.7,,26,,76.43333333,,,1,49.778648,2696.434,,10
Macao,MAC,MAC,254331,560000,2.321471222,,53028196129,,156681.1426,2.180363,2.828903,28458.85804,87938.3167,,,,,7426.677,10199.78,13525.41,14873.48,20740.72,25058.69,22135.62,37230.91,41970.75,50224.63,53124.62,51056.6,4.736966676,,25.65903,17.6836,26.15845,70.27404,,65.68839501,,7.916428578,,3.075359557,,7.481063739,,42.10580143,,131.7035289,,,,50002,91153.35,325133.5376,35.84044021,58.05956029,,,,,,,,0,0,,3.027886707,2.573,0.966,,,,,67.72502439,80.87678049,54.15181373,25.17637259,4.1961,7.4176,91.86209,12.8,8.4,7.2439,518,52.2146134,31.6904969,192.8315972,295.27,,,,,,,0.679867771,0.39833357,,-0.568437486,,,,,,,,,,,,,22.16667,,,44
Macedonia,MKD,MKD,1684000,2067000,0.602724603,,38182772163,,41715.95359,,,,17546.48494,,,,,,,,,6947.733,5817.947,6336.049,6613.551,6865.218,7331.721,7705.014,7677.735,,,,19.66043,,-0.3383555,,3.528493953,,17.90249512,,4.147154377,,2.687985833,,67.26560773,,111.565381,0.171428571,,,-10000,,904447.7172,,43.75654171,,36.34422834,,11.31691471,2563,7.44,1681,0,0,0.114772821,5.523379798,2.653,1.436,9.8,0,0.003269,2983,68.70460976,74.35204878,58.49404086,42.33553244,,,,,,,,51.76838595,21.65103864,95.13983953,221.67,,44.2,50.28,5.41,,0.502258,-0.223489946,-0.028263688,3,0.216423415,,41.9,14.7,44.8,56.4,74,11,4.2,60.6,,,,41.573811,25823,,39
Madagascar,MDG,MDG,7603790,20700000,2.945549686,15410000000,32752863626,4354.97974,3207.380014,,,2051.352841,1610.409763,,,841.9744,815.1906,950.326,954.6117,810.0132,761.4383,916.8762,800.145,810.8741,741.611,763.1892,776.9554,810.7459,753.1906,-0.69701866,,17.14951,25.75617,14.91449,7.734807,3.106541529,8.852123296,10.83507401,11.47112195,0.200296688,,0.200296688,6.327322338,20.89013518,52.19873013,36.74965357,80.68359296,0.114285714,,,-5000,3538478,9681415.117,46.53571443,46.77012134,15.84559245,16.00257329,34.04305551,29.11048411,90.04622184,70.1479202,785,0.042179634,0,0.175144603,0.12092302,7.216,4.62,40.5,100,5.0585132,2133,45.89697561,60.79302439,97.66654699,85.01871067,,,31.54198,,,,,1.630570756,0.923106869,30.56013672,5.02,,47.24,53.49,6.15,,0.87910002,-0.735394093,-0.246567563,6,0.669980778,-1.3099999,,,,,,,,,1,,,-19.43329,579021.4,,24
Malawi,MWI,MWI,5317309,15000000,3.050243685,21020000000,36873104352,8357.97252,5947.484246,1.427632,1.854839,1787.393021,1452.952041,,297.421,329.0683,417.4231,694.0515,845.3955,882.6228,677.0353,567.176,532.326,544.101,516.9951,535.3757,543.5015,582.3878,611.0784,-0.954645,-0.789015967,81.04123,32.40371,44.64545,-7.679942,16.95299226,17.2235437,14.10232207,20.88286539,,,3.605678808,1.278631755,45.89390221,37.71201593,75.02359826,67.75953206,,,,-20000,2514964,6308656.955,47.29768385,42.05771303,20.3355569,16.11361131,37.23468769,30.52667918,64.45705428,72.967117,9103,0,0,0.855901967,0.073079559,7.525,5.455,68.8,100,6.7207999,2127,42.74460976,53.80834146,98.83064363,97.17303437,1.4422,4.2425,29.54661,0.3,0.2,3.347,,4.693575495,1.146532261,15.723871,1.95,,39.02,46.42,6.98,,0.67439997,-0.191768917,-0.472675739,3,0.058973646,-1.5700001,,,,,,,,,1,,,-13.52912,110956.3,0.091292098,16
Malaysia,MYS,MYS,12300000,27800000,2.398343407,70750000000,8.87639E+11,16835.44147,73044.69541,1.960112,2.808382,8985.295342,26154.19468,,1339.954,1470.16,1770.318,2095.981,3069.935,4228.229,4801.945,6063.086,8687.401,9707.684,10719.79,11169.06,11644.21,11898.16,11295.98,3.831736828,0.998491704,25.73405,20.64985,31.97,35.74568,23.26135621,36.02761271,17.13320867,14.11208394,6.255444192,-3.582487687,3.543766156,0.718510986,42.54117373,74.87667117,85.56393517,171.2939927,1,2.059021579,,130000,4202444,12006802.27,34.16621138,43.18993622,33.97011388,44.27008314,28.87971287,9.521441487,,12.0047288,,0.020502097,7.858537716,0,7.317333476,4.59,2.508,5.7,33.91037881,2.2737229,2908,64.20870732,74.58404878,84.58315263,52.01855271,3.6847,9.5327,,13.9,5,9.1582,,57.60810362,15.69836023,110.5984428,196.83,53,46.21,51.45,4.54,0.66000003,0.58796197,0.547235568,0.021034822,4,-0.065159487,,50.7,25.9,33.3,59.6,,8.8,,,,1,,2.1648331,323151.4,0.3751063,9
Maldives,MDV,MDV,132608,396000,3.217696481,,6816859765,,35618.92518,1.925088,2.230933,2307.915076,11810.20438,,,,,731.1518,672.6547,982.6965,1531.155,2057.626,2362.971,3133.586,4682.06,4386.183,4692.216,4737.917,4459.981,5.56372842,,38.79952,39.84665,40.94626,20.39222,,,,,,7.625663843,,7.625663843,,94.24114838,,161.2839087,,30.09819747,,0,38649.34,149544.6157,29.14555683,37.76379184,,17.41940478,,5.045667402,,,2157,0,0,0,2.985122274,7.015,2,10.9,,,,53.06529268,71.99485366,85.90597666,47.82677241,4.2304,4.7365,,1.3,0.4,4.4196,,28.39479042,15.843648,147.9397602,112.08,,37.37,44.24,6.51,,,-0.085671988,-0.687622206,3,0.146443847,,,,,,,,,,,1,,,,0.2477553,38
Mali,MLI,MLI,6217503,13400000,2.258489199,6521000000,26192464306,3432.544268,6745.527709,1.098021,1.4149,1578.859645,3552.578946,,,541.3747,438.6638,473.6345,482.4203,563.5986,586.5417,688.7308,706.0175,748.1704,890.5943,918.6074,937.3109,980.5446,999.4909,2.142442128,1.225721702,23.09693,24.02181,20.67526,20.68679,-4.081345604,,11.77131109,,0.241528593,,0.314548865,1.212711225,29.26440274,,38.92558777,,0.342857143,9.902191564,,-201626,1899757,3769987.455,30.55498325,28.13423474,11.14651855,,63.27756868,,,74.9155596,,0,0,0,0.046653253,6.713125,6.52,100.5,98.99237752,28.52758,2579,38.64226829,48.80753659,84.23981073,86.81644194,0.2299,1.3802,38.31891,1.6,1,0.9967,,1.921567901,0.622588,28.76202834,3.33,,38.99,46.01,6.52,,0.69059998,-0.414919571,-0.689564695,2,0.26580278,,45.7,54.2,25.3,61.8,,17.5,,,1,,,17.32995,1249355,,19
Malta,MLT,MLT,327842,404524,0.61817436,,22260589301,,131952.8534,2.221517,2.785362,15478.99591,50566.12569,,,,,4415.624,5541.493,9261.905,10315.5,13415.77,16627.51,20089.63,20635.3,21301.68,21890.56,22352.38,21632.5,4.005684866,,25.4278,13.08698,24.98023,13.01192,8.921720409,15.07730838,17.0026078,21.68287041,1.423680786,-25.07626611,3.340174151,11.21174054,86.33231679,73.65079917,160.0243181,147.8303216,,-0.037298553,,5000,117367.7,173057.8586,35.80008053,42.78061588,64.40544469,32.97870201,6.063939437,1.83013897,,0.9756098,,0,0,,6.655303753,2.274,1.43594,6.1,,,2592,71.49756098,79.89512195,52.17719708,42.7738032,5.9605,9.931,,10.5,6.9,9.4349,,57.97079796,60.89582164,101.7138547,165.08,,,,,,0.041432202,1.511347466,0.903207489,1,-1.06253106,,53.5,41.1,17,46.5,,20.7,,71.96666667,,,,35.833328,,0.035860699,23
Marshall Islands,MHL,MHL,26423,65000,2.647507138,,3423483244,,,,,,,,,,,5338.225,6986.834,6509.983,6756.347,9783.144,9042.03,6940.497,7525.157,7422.171,7353.842,7433.317,7094.946,0.04516229,,5.297064,58.08334,52.857,-45.229,,,,,,,,,,,,,,,,,,,,,,,,,,,2982,0,0,,1.696422379,,,29.3,,,,,,,,,,78.16143,,,,,3.605045953,7.210091906,1.638657251,81.67,,,,,,,-0.322847464,-0.366196734,1,-1.460449879,,,,,,,,,,,,,,,,69
Mauritania,MRT,MRT,1404403,3129000,2.356179892,5389000000,14973062716,10205.54834,11298.39387,1.405363,1.934023,3797.424183,3533.097883,,,586.9549,1014.636,1287.545,1427.806,1389.648,1250.943,1269.597,1286.371,1229.914,1374.353,1717.902,1616.167,1616.689,1573.684,0.286118727,-0.938025605,45.92311,27.18624,28.53382,-2.666667,3.071590545,7.350201914,35.17514972,20.55191132,-25.78236056,,-25.78236056,-1.26636192,60.39777262,67.55077371,98.83814142,117.2917901,0.142857143,,,9900,528046.1,1393693.976,37.59932868,44.5411945,34.08217221,34.65075802,29.59454081,20.55218458,,50.207962,642,18.29950151,0,0.483773137,0.620992812,6.682,4.388,74.3,85.12061238,4.5532689,2823,49.84536585,56.96929268,91.80599174,72.85503868,1.6933,3.7351,,2.3,1.5,2.612,,2.279198816,2.262910142,66.31705783,14.09,,39.04,45.66,6.18,,0.61500001,-0.840554097,-0.656720749,6,1.168596033,,,,,,,,,,1,,,20.27244,1022853,,19
Mauritius,MUS,MUS,885461,1284000,1.093020797,7617000000,36097344732,25119.47995,63200.35036,1.976644,2.450941,7912.977579,21464.8683,2821.835,2471.543,2208.243,2358.518,1979.273,2709.841,2975.869,3581.112,5012.671,5946.759,7521.341,8320.864,8551.146,9001.845,9336.307,9483.62,3.684341583,1.608755795,44.22719,23.72634,31.96415,15.62609,,10.77720788,,14.62039041,,1.57030424,,2.988575959,,59.07412747,,107.5193128,0.914285714,2.2340815,,0,303230.8,567297.5912,34.2455286,44.18205539,,29.07411267,,4.280769792,2619.918984,8.0185042,8493,0,0,0.012805055,3.080720747,3.136,1.5,15.4,0,9.7158289,2936,64.1395122,72.64,73.67607433,42.65896351,4.1046,7.1811,87.18448,3.3,1.5,6.732,,22.73933741,29.72486186,85.21354982,162.16,45.700001,,,,0.56999999,0.46340001,0.941482728,0.744569397,1,-0.610204496,,,,,,,,,,1,,,-20.283331,,0.0096176,21
Mexico,MEX,MEX,60700000,111000000,1.775254421,8.398E+11,3.22054E+12,45890.71038,66081.60378,1.865576,2.756966,25415.52452,27365.5904,3398.886,3978.558,4588.558,5486.339,6345.236,7662.341,9398.363,8999.607,8788.303,8617.756,10569.75,11964.24,12417.94,12696.33,12751.01,11628.87,1.226980143,-0.905853876,22.84261,20.76916,20.32765,20.78891,20.96570537,20.91952666,10.31708746,11.63772017,,1.989569388,0.520898016,1.653216001,9.619655401,29.28307077,16.51379783,57.12735018,0.685714286,,,-2430065,18300000,47168891.7,30.14827018,42.49449703,32.38320302,34.81076701,11.81404082,4.268396116,1312.047622,17.9212798,,0.280005392,5.100887029,0,4.474457122,5.932,2.068448105,14.7,41.13039076,0.46889201,3245,63.92402439,75.29536112,99.62959155,53.56564287,3.4926,8.5157,,16.8,13.9,8.1853,417.5,26.47205223,18.08120869,77.75008799,135.81,57.900002,51.74,56.23,3.89,0.55000001,0.54180002,-0.567909816,-0.26814938,2,0.683420257,0.75,39.7,58.7,36.6,39.1,51.6,15.6,3.6,71.33333333,,,,23.92078,1923122,,4
"Micronesia, Fed. Sts.",FSM,FSM,66222,108000,1.438583803,,1805036120,,,,,,,,,,,2278.948,3120.805,2762.801,2883.341,2951.894,3682.753,3385.176,3477.564,3464.859,3460.582,3364.189,3330.4,0.191180693,,36.14795,32.34879,35.5275,-26.80209,,,,,,,,,,,,,,,,-9000,,,,,,,,,,,3260,0,0,,0.565622077,6.682,3.489,31.6,,,,63.85458537,68.77573171,106.9010715,68.42345426,,,,,,,,15.35293693,7.857091251,34.3183296,,,61.1,63.98,1.59,,,0.087706195,-0.107342111,1,-1.302126321,,,,,,,,,,,,,,,0.1977078,61
